id,price
0,2997.1710720232036
1,5430.805965614972
2,9200.486436943163
3,4106.52960905018
4,1700.0845423327044
5,6091.828376394454
6,4892.281457001924
7,4271.612396364747
8,5213.595201788112
9,15997.298985221802
10,4364.790980127448
11,888.6147147292189
12,3124.687971283002
13,1613.7410759916827
14,2475.292999665925
15,1108.4399359632155
16,1448.4483207005028
17,4059.2514952591587
18,4133.164381503356
19,868.69631943517
20,2137.7522074240214
21,5247.679200880975
22,4306.068762827802
23,606.688353632377
24,16828.815149329614
25,1024.452715415616
26,599.0316036727821
27,1008.4686394131104
28,1670.0023984727459
29,923.3363780899311
30,10202.26141957776
31,548.6430750328298
32,4063.1511870728946
33,704.9266844559323
34,639.8861231529856
35,2328.011619113082
36,6328.901609388939
37,2572.318860570795
38,2838.4312398954326
39,649.2038261895875
40,510.4445382274432
41,9188.214264123733
42,912.0374286306766
43,1888.2823696261835
44,10465.724697070717
45,2516.9139735944327
46,911.2784396584775
47,884.8660007317276
48,1264.4142350803336
49,2923.830890389394
50,611.8147632480405
51,4623.421670227136
52,2903.494685390006
53,6987.126086681343
54,5539.125440012327
55,2271.5423321810276
56,9373.720445033483
57,2465.799336275304
58,4506.984069679153
59,2779.7538826888804
60,1227.6991270585895
61,524.6545524487774
62,6999.152640983205
63,1132.2037972938062
64,8824.680775842164
65,17183.677190258586
66,867.4987958754784
67,11548.711950057268
68,5114.737733041381
69,9483.398769643984
70,469.28651029268394
71,627.5326292434323
72,893.4783161313873
73,1300.8121279761904
74,5228.041212989389
75,1845.095992009837
76,8743.923245235736
77,14024.622861612968
78,2822.990104018946
79,6745.187703355957
80,11112.01356742323
81,2084.0076629698924
82,13910.65647298311
83,6324.382832024361
84,850.5457464099723
85,7412.872694022
86,1020.0408245790278
87,11864.64606242734
88,8074.664505830515
89,14554.691578606396
90,4945.470834351738
91,1345.8562358131653
92,994.8378703934848
93,867.8674162547799
94,17327.4541015625
95,548.0379295227946
96,14286.711726865908
97,14920.632197027975
98,13083.493669543433
99,759.0037765554536
100,2393.360557639918
101,755.3190994196336
102,613.3732474185933
103,462.12947088205976
104,1040.2085631236394
105,1648.0454913102126
106,1387.0775124945976
107,778.3407108178211
108,1038.4976908367553
109,663.616748081372
110,663.643431722216
111,996.2790360254465
112,1947.0034032617198
113,1670.5949381643215
114,1528.2101151377071
115,5096.8177892180665
116,5195.162814702065
117,15631.026504680854
118,496.8100498434066
119,16798.072586835904
120,1352.479867212638
121,1698.7829531022362
122,1152.6967726756955
123,467.0268635867752
124,702.3924139536049
125,1252.4307406745277
126,1123.4849577705443
127,13364.752498936068
128,5363.654861556681
129,5180.685098950184
130,6165.998031654884
131,3356.91081878839
132,6831.689750589819
133,1038.4093305053882
134,3554.4040248325896
135,1021.4525499230182
136,651.3336207984145
137,7143.444989143485
138,552.7655907104986
139,4365.330351786618
140,847.3264043898807
141,1039.3134451031976
142,3636.18796668874
143,4105.433106465031
144,770.7224707452613
145,6409.254377966099
146,16549.884364093683
147,5187.845007628113
148,2621.984177230451
149,1927.208197821793
150,2356.5440848214284
151,1686.897282928732
152,12014.667610103465
153,2835.2126380110217
154,689.6685444397441
155,14521.200869476937
156,3686.5683295328804
157,2850.1306046114796
158,4009.0937946634504
159,867.4990462074959
160,7823.734237665259
161,9625.041355891744
162,666.3628080975141
163,691.8514135858089
164,5433.872332611519
165,11423.172364241933
166,3353.3721252560686
167,4651.07436326885
168,3272.743664501275
169,11600.209253166451
170,701.1838302708971
171,1684.212414536791
172,4554.666979866715
173,2119.323060068457
174,6332.589307652131
175,1733.1174711251138
176,4439.781065338107
177,3626.3262838437613
178,2594.6183801986494
179,3438.547681733321
180,3528.7933592876416
181,1761.9120004044992
182,927.4503753244517
183,1664.4402937763489
184,703.2635044515592
185,4054.2053856394746
186,888.3050388657423
187,881.0271966004924
188,514.8463594518936
189,1850.3364927142636
190,2276.293215500705
191,704.3191361430539
192,884.6253354193947
193,6380.138237980496
194,3679.9940502327463
195,2646.328986987608
196,627.236513480096
197,13227.399819233506
198,599.9397068770222
199,8790.57062499825
200,11189.337851317776
201,6321.883836528383
202,682.4645833333333
203,751.257309193843
204,6545.980600117733
205,3684.237992128597
206,645.453565432672
207,3103.24474856843
208,952.2530536277222
209,8023.085051375526
210,2723.498620201154
211,6852.873640682234
212,11171.15460401423
213,389.06206081775844
214,1252.4813291656535
215,891.7193146761837
216,2607.1008524933177
217,2698.765105299603
218,865.3518027363782
219,1208.0077706473214
220,2546.5583250813343
221,2154.506048481288
222,9246.134215240712
