id,price
0,3024.66625
1,5403.83375
2,9206.0725
3,4100.49125
4,1701.01375
5,6028.21
6,4767.21
7,4285.7575
8,5241.83
9,15973.6425
10,4322.5725
11,898.71
12,3148.41125
13,1616.92125
14,2443.25
15,1131.15875
16,1452.78625
17,4078.9475
18,4116.5375
19,877.62625
20,2140.37625
21,5249.7625
22,4323.13875
23,607.28
24,16795.65625
25,1026.09625
26,603.33625
27,1003.5475
28,1657.9525
29,932.41625
30,10244.6875
31,551.52125
32,4091.32625
33,735.96
34,639.7725
35,2290.78875
36,6345.4975
37,2582.82125
38,2855.72
39,649.985
40,509.67875
41,9158.2075
42,906.44875
43,1894.69375
44,10514.9675
45,2529.7775
46,913.14875
47,865.29
48,1265.13
49,2919.71
50,583.89
51,4579.4725
52,2936.9125
53,7022.98
54,5552.98875
55,2265.31625
56,9352.28625
57,2467.09125
58,4486.32125
59,2715.82375
60,1240.50875
61,523.5675
62,7030.45625
63,1134.9025
64,8867.22625
65,17161.76875
66,888.11875
67,11602.25125
68,5083.9175
69,9453.40375
70,467.25125
71,639.985
72,889.515
73,1306.9775
74,5325.30625
75,1845.6775
76,8691.0
77,13932.18625
78,2899.8375
79,6773.42625
80,11129.45125
81,2105.89
82,13819.24625
83,6155.99625
84,866.72625
85,7381.1675
86,1014.69
87,11847.0875
88,8050.3375
89,14335.125
90,4972.505
91,1344.535
92,999.33875
93,874.5219047619047
94,17376.005
95,548.04125
96,14557.74
97,14976.29625
98,13074.44875
99,765.0775
100,2394.0425
101,749.2953749999999
102,650.785
103,462.07625
104,1038.69
105,1617.9875
106,1385.715
107,778.41125
108,1036.6204166666666
109,706.18125
110,645.84875
111,1023.83125
112,1941.03625
113,1678.8975
114,1518.58375
115,5102.135
116,5278.80125
117,16034.415
118,505.3825
119,16865.37625
120,1346.94375
121,1697.275
122,1151.685
123,457.0375
124,706.30375
125,1254.10125
126,1111.20875
127,13413.04625
128,5307.8675
129,5208.6825
130,6150.00125
131,3320.85125
132,6833.69125
133,1041.74625
134,3536.255
135,1031.0475
136,590.87375
137,7155.565
138,548.42625
139,4321.91375
140,843.48
141,1040.23875
142,3668.5125
143,4002.10875
144,781.7996875
145,6454.66375
146,16627.04125
147,5237.99
148,2605.23375
149,1940.4525
150,2342.84625
151,1654.36375
152,12013.02625
153,2836.1275
154,695.15625
155,14615.075
156,3721.59125
157,2860.99375
158,3978.42875
159,866.42
160,7823.98875
161,9718.48125
162,647.22
163,693.7175
164,5568.66625
165,11430.83625
166,3398.3375
167,4609.61125
168,3266.93875
169,11698.50625
170,668.415
171,1689.495
172,4552.1275
173,2116.445
174,6260.295
175,1760.6075
176,4578.55125
177,3662.60875
178,2563.93125
179,3427.6075
180,3524.80625
181,1763.85125
182,932.52875
183,1660.30375
184,686.43
185,4091.45625
186,865.29875
187,888.095
188,505.875
189,1848.65375
190,2279.09
191,688.3925
192,894.95625
193,6327.63375
194,3682.7325
195,2640.2775
196,650.37375
197,13302.82875
198,605.13375
199,8709.83875
200,11138.37
201,6290.56875
202,685.31875
203,758.9725
204,6552.2275
205,3679.02
206,630.335
207,3118.21125
208,1014.285
209,7961.06875
210,2717.1975
211,6838.41125
212,11135.8275
213,387.16875
214,1248.70125
215,895.48375
216,2588.8075
217,2700.965
218,875.76125
219,1229.38125
220,2524.8425
221,2153.25
222,9304.8275
223,1007.3325
224,1234.15125
225,4420.74875
226,3572.12625
227,2121.4875
228,6535.0275
229,1890.26375
230,5003.76125
231,1502.0297500000001
232,1237.54
233,1551.14875
234,1002.965
235,8475.80875
236,1148.85
237,1016.17875
238,4260.22625
239,8405.04625
240,6107.9025
241,970.21125
242,15105.59875
243,4457.9075
244,458.06125
245,1094.915
246,2443.39875
247,7321.42625
248,10988.19
249,5584.965
250,5386.04125
251,1557.3275
252,2768.6825
253,4968.68375
254,5143.06
255,1237.08625
256,632.19375
257,1972.07
258,811.57875
259,14899.15125
260,6131.34375
261,4824.9075
262,1797.55125
263,3799.54625
264,802.25125
265,2216.44
266,8411.38625
267,1729.885
268,1010.78625
269,8684.4275
270,7688.68625
271,737.18375
272,4376.2925
273,5223.25625
274,519.81
275,921.99875
276,6115.165
277,535.59875
278,6486.65625
279,8270.7375
280,1640.165
281,2702.33875
282,4007.985
283,9253.5175
284,9077.04375
285,11272.60375
286,5208.48
287,16353.0875
288,1687.0525
289,5819.68375
290,418.9175
291,8649.24875
292,17358.96375
293,923.3625
294,7775.985
295,1743.91125
296,2205.5575
297,725.7525
298,438.975
299,5682.3175
300,2185.145
301,1142.24125
302,3564.3275
303,5243.025
304,5869.43875
305,8472.93625
306,1076.52875
307,1034.5725
308,1733.8525
309,2154.35
310,1864.21375
311,490.1225
312,7498.97625
313,5140.12625
314,2407.27875
315,10505.6525
316,705.8875
317,1044.7175
318,968.73125
319,8057.33875
320,4824.40625
321,527.865
322,448.77125
323,508.29625
324,937.17
325,5650.23
326,1693.23875
327,1783.03875
328,6446.68375
329,909.30375
330,17174.95875
331,2389.4475
332,886.25125
333,8470.1675
334,3279.225
335,1724.92125
